

=== Predictions on test data ===

 inst#     actual  predicted error prediction
 12611        1:? 2:atempora       0.656 
 12612        1:? 2:atempora       0.561 
 12613        1:? 2:atempora       0.997 
 12614        1:? 2:atempora       0.906 
 12615        1:? 2:atempora       0.647 
 12616        1:? 2:atempora       0.917 
 12617        1:? 2:atempora       0.999 
 12618        1:? 2:atempora       1 
 12619        1:? 2:atempora       0.587 
 12620        1:? 2:atempora       0.987 
 12621        1:? 2:atempora       0.98 
 12622        1:? 1:temporal       0.935 
 12623        1:? 2:atempora       0.995 
 12624        1:? 2:atempora       1 
 12625        1:? 1:temporal       0.796 
 12626        1:? 1:temporal       0.619 
 12627        1:? 2:atempora       0.993 
 12628        1:? 1:temporal       0.818 
 12629        1:? 1:temporal       0.898 
 12630        1:? 2:atempora       0.758 
 12631        1:? 2:atempora       0.996 
 12632        1:? 2:atempora       0.999 
 12633        1:? 1:temporal       0.857 
 12634        1:? 1:temporal       0.732 
 12635        1:? 1:temporal       0.557 
 12636        1:? 2:atempora       1 
 12637        1:? 2:atempora       0.849 
 12638        1:? 2:atempora       0.867 
 12639        1:? 2:atempora       0.997 
 12640        1:? 1:temporal       0.942 
 12641        1:? 2:atempora       0.867 
 12642        1:? 1:temporal       0.54 
 12643        1:? 2:atempora       0.994 
 12644        1:? 1:temporal       0.693 
 12645        1:? 1:temporal       0.843 
 12646        1:? 2:atempora       0.991 
 12647        1:? 2:atempora       1 
 12648        1:? 1:temporal       0.532 
 12649        1:? 2:atempora       1 
 12650        1:? 2:atempora       0.893 
 12651        1:? 2:atempora       1 
 12652        1:? 2:atempora       0.811 
 12653        1:? 2:atempora       0.999 
 12654        1:? 1:temporal       0.921 
 12655        1:? 1:temporal       0.525 
 12656        1:? 2:atempora       0.993 
 12657        1:? 1:temporal       0.695 
 12658        1:? 2:atempora       0.999 
 12659        1:? 2:atempora       1 
 12660        1:? 2:atempora       0.742 
 12661        1:? 1:temporal       0.63 
 12662        1:? 2:atempora       0.906 
 12663        1:? 2:atempora       0.867 
 12664        1:? 2:atempora       0.999 
 12665        1:? 1:temporal       0.566 
 12666        1:? 1:temporal       1 
 12667        1:? 1:temporal       0.759 
 12668        1:? 2:atempora       0.925 
 12669        1:? 2:atempora       0.734 
 12670        1:? 2:atempora       0.97 
 12671        1:? 1:temporal       0.969 
 12672        1:? 2:atempora       0.856 
 12673        1:? 2:atempora       0.927 
 12674        1:? 2:atempora       0.59 
 12675        1:? 2:atempora       0.972 
 12676        1:? 2:atempora       1 
 12677        1:? 2:atempora       1 
 12678        1:? 2:atempora       0.999 
 12679        1:? 2:atempora       0.777 
 12680        1:? 1:temporal       0.808 
 12681        1:? 2:atempora       0.889 
 12682        1:? 1:temporal       0.94 
 12683        1:? 2:atempora       0.758 
 12684        1:? 1:temporal       0.883 
 12685        1:? 1:temporal       0.92 
 12686        1:? 2:atempora       0.907 
 12687        1:? 1:temporal       0.917 
 12688        1:? 2:atempora       1 
 12689        1:? 2:atempora       0.871 
 12690        1:? 1:temporal       0.54 
 12691        1:? 2:atempora       0.759 
 12692        1:? 2:atempora       1 
 12693        1:? 2:atempora       1 
 12694        1:? 2:atempora       0.989 
 12695        1:? 1:temporal       0.751 
 12696        1:? 2:atempora       0.718 
 12697        1:? 2:atempora       1 
 12698        1:? 2:atempora       0.742 
 12699        1:? 2:atempora       1 
 12700        1:? 2:atempora       1 
 12701        1:? 2:atempora       0.994 
 12702        1:? 2:atempora       0.997 
 12703        1:? 2:atempora       1 
 12704        1:? 1:temporal       0.63 
 12705        1:? 2:atempora       0.759 
 12706        1:? 2:atempora       0.995 
 12707        1:? 2:atempora       0.999 
 12708        1:? 2:atempora       0.731 
 12709        1:? 1:temporal       0.581 
 12710        1:? 2:atempora       1 
 12711        1:? 1:temporal       0.881 
 12712        1:? 2:atempora       1 
 12713        1:? 2:atempora       1 
 12714        1:? 1:temporal       0.854 
 12715        1:? 2:atempora       0.999 
 12716        1:? 1:temporal       0.84 
 12717        1:? 2:atempora       1 
 12718        1:? 2:atempora       0.81 
 12719        1:? 2:atempora       1 
 12720        1:? 1:temporal       0.812 
 12721        1:? 2:atempora       0.999 
 12722        1:? 2:atempora       0.992 
 12723        1:? 1:temporal       0.722 
 12724        1:? 2:atempora       0.678 
 12725        1:? 2:atempora       0.759 
 12726        1:? 2:atempora       0.916 
 12727        1:? 1:temporal       0.854 
 12728        1:? 1:temporal       0.857 
 12729        1:? 1:temporal       0.626 
 12730        1:? 2:atempora       0.999 
 12731        1:? 2:atempora       0.605 
 12732        1:? 2:atempora       0.996 
 12733        1:? 2:atempora       0.994 
 12734        1:? 2:atempora       0.61 
 12735        1:? 2:atempora       0.999 
 12736        1:? 1:temporal       0.78 
 12737        1:? 1:temporal       0.739 
 12738        1:? 2:atempora       0.977 
 12739        1:? 1:temporal       0.85 
 12740        1:? 2:atempora       0.796 
 12741        1:? 2:atempora       1 
 12742        1:? 2:atempora       0.775 
 12743        1:? 2:atempora       0.997 
 12744        1:? 2:atempora       0.984 
 12745        1:? 1:temporal       0.63 
 12746        1:? 2:atempora       0.961 
 12747        1:? 2:atempora       0.623 
 12748        1:? 1:temporal       0.881 
 12749        1:? 2:atempora       0.886 
 12750        1:? 2:atempora       0.994 
 12751        1:? 2:atempora       0.996 
 12752        1:? 2:atempora       0.987 
 12753        1:? 2:atempora       0.99 
 12754        1:? 2:atempora       1 
 12755        1:? 1:temporal       1 
 12756        1:? 2:atempora       0.524 
 12757        1:? 2:atempora       0.54 
 12758        1:? 2:atempora       0.867 
 12759        1:? 2:atempora       0.998 
 12760        1:? 2:atempora       0.972 
 12761        1:? 2:atempora       1 
 12762        1:? 2:atempora       0.997 
 12763        1:? 2:atempora       1 
 12764        1:? 2:atempora       0.896 
 12765        1:? 2:atempora       1 
 12766        1:? 1:temporal       0.994 
 12767        1:? 2:atempora       0.984 
 12768        1:? 1:temporal       0.84 
 12769        1:? 1:temporal       0.644 
 12770        1:? 2:atempora       0.742 
 12771        1:? 2:atempora       1 
 12772        1:? 2:atempora       0.907 
 12773        1:? 2:atempora       0.893 
 12774        1:? 1:temporal       0.683 
 12775        1:? 2:atempora       0.81 
 12776        1:? 1:temporal       0.63 
 12777        1:? 2:atempora       1 
 12778        1:? 1:temporal       0.898 
 12779        1:? 2:atempora       0.999 
 12780        1:? 2:atempora       0.919 
 12781        1:? 2:atempora       0.758 
 12782        1:? 2:atempora       1 
 12783        1:? 2:atempora       0.613 
 12784        1:? 1:temporal       0.897 
 12785        1:? 1:temporal       0.84 
 12786        1:? 2:atempora       0.867 
 12787        1:? 2:atempora       0.844 
 12788        1:? 2:atempora       0.998 
 12789        1:? 2:atempora       1 
 12790        1:? 2:atempora       0.906 
 12791        1:? 1:temporal       0.782 
 12792        1:? 2:atempora       1 
 12793        1:? 2:atempora       0.997 
 12794        1:? 1:temporal       0.708 
 12795        1:? 2:atempora       0.972 
 12796        1:? 2:atempora       0.742 
 12797        1:? 2:atempora       0.979 
 12798        1:? 1:temporal       0.722 
 12799        1:? 2:atempora       0.997 
 12800        1:? 2:atempora       1 
 12801        1:? 1:temporal       0.909 
 12802        1:? 2:atempora       0.907 
 12803        1:? 2:atempora       0.963 
 12804        1:? 2:atempora       0.81 
 12805        1:? 2:atempora       0.867 
 12806        1:? 2:atempora       1 
 12807        1:? 2:atempora       0.998 
 12808        1:? 2:atempora       0.952 
 12809        1:? 2:atempora       0.718 
 12810        1:? 2:atempora       0.993 
 12811        1:? 2:atempora       0.907 
 12812        1:? 2:atempora       0.983 
 12813        1:? 2:atempora       0.724 
 12814        1:? 2:atempora       1 
 12815        1:? 2:atempora       1 
 12816        1:? 2:atempora       0.995 
 12817        1:? 2:atempora       0.906 
 12818        1:? 2:atempora       0.714 
 12819        1:? 1:temporal       0.878 
 12820        1:? 2:atempora       0.952 
 12821        1:? 2:atempora       1 
 12822        1:? 2:atempora       0.678 
 12823        1:? 2:atempora       0.903 
 12824        1:? 2:atempora       1 
 12825        1:? 2:atempora       0.867 
 12826        1:? 2:atempora       0.758 
 12827        1:? 1:temporal       0.63 
 12828        1:? 2:atempora       0.954 
 12829        1:? 2:atempora       1 
 12830        1:? 2:atempora       0.99 
 12831        1:? 2:atempora       0.868 
 12832        1:? 1:temporal       0.854 
 12833        1:? 2:atempora       1 
 12834        1:? 1:temporal       0.898 
 12835        1:? 2:atempora       0.98 
 12836        1:? 2:atempora       1 
 12837        1:? 2:atempora       1 
 12838        1:? 2:atempora       1 
 12839        1:? 2:atempora       1 
 12840        1:? 2:atempora       1 
 12841        1:? 2:atempora       0.985 
 12842        1:? 2:atempora       0.944 
 12843        1:? 2:atempora       0.759 
 12844        1:? 2:atempora       0.957 
 12845        1:? 2:atempora       0.737 
 12846        1:? 2:atempora       0.964 
 12847        1:? 2:atempora       0.986 
 12848        1:? 2:atempora       0.872 
 12849        1:? 2:atempora       1 
 12850        1:? 1:temporal       1 
 12851        1:? 2:atempora       1 
 12852        1:? 2:atempora       0.998 
 12853        1:? 1:temporal       0.935 
 12854        1:? 2:atempora       0.894 
 12855        1:? 2:atempora       1 
 12856        1:? 1:temporal       0.63 
 12857        1:? 2:atempora       1 
 12858        1:? 1:temporal       1 
 12859        1:? 2:atempora       0.99 
 12860        1:? 1:temporal       0.722 
 12861        1:? 2:atempora       0.999 
 12862        1:? 1:temporal       0.677 
 12863        1:? 2:atempora       0.992 
 12864        1:? 1:temporal       0.993 
 12865        1:? 2:atempora       0.93 
 12866        1:? 1:temporal       0.898 
 12867        1:? 2:atempora       0.937 
 12868        1:? 1:temporal       0.63 
 12869        1:? 2:atempora       0.867 
 12870        1:? 1:temporal       0.875 
 12871        1:? 2:atempora       0.867 
 12872        1:? 2:atempora       0.927 
 12873        1:? 2:atempora       0.867 
 12874        1:? 2:atempora       0.543 
 12875        1:? 2:atempora       1 
 12876        1:? 1:temporal       0.968 
 12877        1:? 1:temporal       0.738 
 12878        1:? 2:atempora       0.929 
 12879        1:? 2:atempora       0.999 
 12880        1:? 2:atempora       0.97 
 12881        1:? 2:atempora       1 
 12882        1:? 2:atempora       1 
 12883        1:? 2:atempora       0.971 
 12884        1:? 1:temporal       0.84 
 12885        1:? 2:atempora       1 
 12886        1:? 1:temporal       0.909 
 12887        1:? 2:atempora       0.867 
 12888        1:? 2:atempora       1 
 12889        1:? 2:atempora       0.742 
 12890        1:? 2:atempora       0.989 
 12891        1:? 2:atempora       1 
 12892        1:? 1:temporal       0.63 
 12893        1:? 2:atempora       1 
 12894        1:? 1:temporal       0.685 
 12895        1:? 2:atempora       0.636 
 12896        1:? 2:atempora       0.969 
 12897        1:? 1:temporal       0.998 
 12898        1:? 2:atempora       0.867 
 12899        1:? 2:atempora       0.796 
 12900        1:? 2:atempora       0.975 
 12901        1:? 2:atempora       0.97 
 12902        1:? 1:temporal       0.737 
 12903        1:? 2:atempora       0.858 
 12904        1:? 2:atempora       1 
 12905        1:? 2:atempora       0.867 
 12906        1:? 2:atempora       0.656 
 12907        1:? 2:atempora       0.506 
 12908        1:? 2:atempora       1 
 12909        1:? 2:atempora       0.867 
 12910        1:? 2:atempora       0.678 
 12911        1:? 2:atempora       0.9 
 12912        1:? 2:atempora       0.996 
 12913        1:? 2:atempora       0.995 
 12914        1:? 1:temporal       0.63 
 12915        1:? 2:atempora       0.894 
 12916        1:? 2:atempora       1 
 12917        1:? 2:atempora       0.976 
 12918        1:? 2:atempora       0.678 
 12919        1:? 2:atempora       1 
 12920        1:? 2:atempora       1 
 12921        1:? 2:atempora       1 
 12922        1:? 2:atempora       0.999 
 12923        1:? 2:atempora       0.972 
 12924        1:? 2:atempora       0.991 
 12925        1:? 2:atempora       0.678 
 12926        1:? 2:atempora       0.796 
 12927        1:? 2:atempora       1 
 12928        1:? 2:atempora       1 
 12929        1:? 2:atempora       1 
 12930        1:? 2:atempora       0.719 
 12931        1:? 2:atempora       0.996 
 12932        1:? 2:atempora       0.759 
 12933        1:? 2:atempora       1 
 12934        1:? 1:temporal       0.63 
 12935        1:? 1:temporal       0.54 
 12936        1:? 2:atempora       1 
 12937        1:? 2:atempora       0.986 
 12938        1:? 1:temporal       0.63 
 12939        1:? 2:atempora       0.996 
 12940        1:? 2:atempora       0.873 
 12941        1:? 2:atempora       0.972 
 12942        1:? 2:atempora       0.994 
 12943        1:? 2:atempora       1 
 12944        1:? 2:atempora       0.994 
 12945        1:? 2:atempora       0.924 
 12946        1:? 2:atempora       1 
 12947        1:? 2:atempora       0.91 
 12948        1:? 2:atempora       0.994 
 12949        1:? 1:temporal       0.892 
 12950        1:? 2:atempora       1 
 12951        1:? 1:temporal       0.793 
 12952        1:? 2:atempora       1 
 12953        1:? 2:atempora       0.996 
 12954        1:? 1:temporal       0.537 
 12955        1:? 2:atempora       1 
 12956        1:? 2:atempora       0.696 
